0,0,0,0,0,0,0,0,0,0
-1.277510364,1.424923539,-0.600132353,0.507455979,0.616794296,-1.443320343,-1.05908839,0.647341949,0.549860033,-0.005775291
0.438321877,-0.84013891,2.147680789,-0.106880407,-0.839704626,-1.451608114,1.149294349,0.08298116,1.308931132,0.374668616
0.427064606,1.567977961,-0.204950084,0.372043587,0.72270268,-0.877528237,0.041052317,-0.348941285,1.673438419,-0.085898364
0.162777951,-0.214176907,0.64922915,0.431930403,-1.607641025,-0.610699544,-0.268131544,-0.037837253,2.071947165,-0.725286782
0.298791747,-0.156192073,-0.343742386,-2.176184353,-0.06656478,-0.612451458,0.483842086,0.128218289,0.081676035,0.292877758
0.01924036,-0.698967142,0.847894626,-0.425975486,-1.307132607,-0.687971351,-0.098882538,-0.154489044,-0.580282631,2.47709977
1.509747563,2.208307706,-0.325296696,0.217544311,-0.421373443,1.217226782,-0.280840595,-0.767740858,0.886332145,3.334716894
-0.261634341,-0.496868324,0.88316483,-0.194881977,-0.74958507,-0.157741624,0.945206011,-0.202372803,-0.344878117,0.957836619
0.330381908,1.00590114,-0.566308245,-0.050854396,0.041359272,-0.030718184,-2.24195901,0.184601276,0.342444082,-0.585359885
-0.866898517,-0.230959358,1.144715043,0.496522716,-0.099036015,-0.186624902,-0.26559519,-0.506759079,-0.330220473,0.064417236
-0.53594249,1.522544153,0.495224413,-0.449718982,-0.088585921,-0.915836154,-0.46841933,0.045494062,-1.050682386,1.066355253
0.351381004,1.837724994,-0.663080755,-0.836660092,0.079451183,0.609040853,1.630337465,-0.729571639,1.403914212,0.323441327
0.093656354,-0.823274604,-2.003662303,0.126290161,-0.845377599,0.109034772,-0.912700671,-1.128951226,0.211439328,-0.945565262
-0.015261321,1.596326911,0.887353053,0.367374469,-1.529406291,1.43556008,1.326611709,1.858397809,-1.18806156,-1.350408638
-0.890645424,0.158670446,0.868458301,-0.540806013,0.383956831,-0.813543011,1.601270014,-1.076130047,1.241992322,-0.164174025
-0.065108452,0.487284524,0.19948402,-0.702095804,1.603757482,-1.080509264,2.518663678,0.108726681,0.809716312,-0.944846761
0.596746759,-0.6165169,0.417614956,-2.037832019,2.174547262,0.003633431,0.322232836,-1.964781404,0.323602762,0.198469934
-0.002868319,0.709062533,-0.359448222,0.128757165,-1.363082447,-0.177602715,-0.780230494,1.343962595,0.338067139,0.383133738
0.845595878,2.304768714,-0.71319846,-0.480318931,-0.45675506,1.584940037,0.111419922,0.470554369,3.455788828,0.577931587
-0.111419922,-0.49090545,0.830164026,1.3385079,-0.902537067,-1.423868525,-1.32000423,1.417363364,-0.264960818,0.95312771
-0.62756385,-0.434199592,0.673026079,1.469611561,0.626446308,1.105954652,0.232452066,-0.612175199,0.037531436,1.218031684
-1.255671123,1.846487976,0.775055469,0.929419457,0.468675125,-0.370814632,-0.017863613,-0.25633426,0.868235475,-0.10595727
0.285938313,-1.133737442,-0.689426543,0.217230536,1.515031727,1.552475624,0.750496838,-0.775881972,-1.45314516,-0.393362143
-0.545771854,0.927300334,0.309607913,-1.395155778,0.153714836,0.733471097,-1.799353413,0.206200639,-0.392205948,2.601664164
-0.660033947,-0.667566837,-0.581642325,0.231351578,0.242918077,1.258199518,-0.928005193,1.483031156,1.787511792,-0.752728511
-1.129383236,0.090428784,1.203068223,1.101593625,-1.095161224,-0.48280981,-0.174106844,0.628774615,0.134699576,-0.435207994
0.0407465,-0.67139581,-1.053474534,0.737882146,0.389150046,-0.803256626,-1.861417331,-0.723198355,0.372617706,0.863672085
-0.57377747,-1.512862582,-0.507282039,0.368765996,-0.03975174,0.83275836,0.430839009,-0.858242402,-2.391388989,-0.131535671
0.73217052,0.186703346,-0.491681931,0.714678663,0.070091346,-1.652101673,-2.226188371,-1.29024329,0.617998239,-0.82843826
-1.633525244,-1.38570158,0.443126282,-1.085597887,0.497301471,0.570173597,-0.084593239,0.346908564,0.424970494,-1.506173248
0.252541668,0.458794602,-0.722900495,-0.768461632,0.509110123,-0.71813929,-0.134313041,0.367865596,-1.480279934,0.653011512
-0.349834863,0.233552555,-1.29730779,-1.15315288,0.153249857,0.724689926,1.312000677,0.977629497,0.42195893,0.914210432
-0.147834953,0.785323664,-0.841009751,1.412158781,-0.145050763,0.11796601,0.168051884,2.274264261,-0.428825615,0.84964995
-0.328927854,0.775055469,0.234731488,-0.350485152,1.601270014,-0.035311132,0.26005182,0.62523668,-0.511113285,1.860989869
0.092350092,0.230173782,-0.425725375,-0.431930403,-0.533207185,-1.34622951,-0.022071163,1.692351361,-1.760936357,-0.22946665
0.784489202,0.362550736,-0.469017323,-0.136783456,-0.410780103,-1.43448915,-0.277659638,-1.717880878,-0.462366643,-0.853387974
0.464069672,0.491422725,-0.08136908,0.465604444,1.951766535,-1.513344614,-1.529406291,-0.980348887,-0.337580559,-0.324893108
0.25744157,-0.271066938,-0.106110747,0.924246706,1.435773811,1.396574589,1.1226075,-0.80093514,-1.164680725,0.051007873
