1,2,3,4,5,6,7,8,9,10
0.438321877,-0.84013891,2.147680789,-0.106880407,-0.839704626,-1.451608114,1.149294349,0.08298116,1.308931132,0.374668616
0.162777951,-0.214176907,0.64922915,0.431930403,-1.607641025,-0.610699544,-0.268131544,-0.037837253,2.071947165,-0.725286782
0.01924036,-0.698967142,0.847894626,-0.425975486,-1.307132607,-0.687971351,-0.098882538,-0.154489044,-0.580282631,2.47709977
-0.261634341,-0.496868324,0.88316483,-0.194881977,-0.74958507,-0.157741624,0.945206011,-0.202372803,-0.344878117,0.957836619
-0.866898517,-0.230959358,1.144715043,0.496522716,-0.099036015,-0.186624902,-0.26559519,-0.506759079,-0.330220473,0.064417236
0.351381004,1.837724994,-0.663080755,-0.836660092,0.079451183,0.609040853,1.630337465,-0.729571639,1.403914212,0.323441327
-0.015261321,1.596326911,0.887353053,0.367374469,-1.529406291,1.43556008,1.326611709,1.858397809,-1.18806156,-1.350408638
-0.065108452,0.487284524,0.19948402,-0.702095804,1.603757482,-1.080509264,2.518663678,0.108726681,0.809716312,-0.944846761
-0.002868319,0.709062533,-0.359448222,0.128757165,-1.363082447,-0.177602715,-0.780230494,1.343962595,0.338067139,0.383133738
-0.111419922,-0.49090545,0.830164026,1.3385079,-0.902537067,-1.423868525,-1.32000423,1.417363364,-0.264960818,0.95312771
-1.255671123,1.846487976,0.775055469,0.929419457,0.468675125,-0.370814632,-0.017863613,-0.25633426,0.868235475,-0.10595727
-0.545771854,0.927300334,0.309607913,-1.395155778,0.153714836,0.733471097,-1.799353413,0.206200639,-0.392205948,2.601664164
-1.129383236,0.090428784,1.203068223,1.101593625,-1.095161224,-0.48280981,-0.174106844,0.628774615,0.134699576,-0.435207994
-0.57377747,-1.512862582,-0.507282039,0.368765996,-0.03975174,0.83275836,0.430839009,-0.858242402,-2.391388989,-0.131535671
-1.633525244,-1.38570158,0.443126282,-1.085597887,0.497301471,0.570173597,-0.084593239,0.346908564,0.424970494,-1.506173248
-0.349834863,0.233552555,-1.29730779,-1.15315288,0.153249857,0.724689926,1.312000677,0.977629497,0.42195893,0.914210432
-0.328927854,0.775055469,0.234731488,-0.350485152,1.601270014,-0.035311132,0.26005182,0.62523668,-0.511113285,1.860989869
0.784489202,0.362550736,-0.469017323,-0.136783456,-0.410780103,-1.43448915,-0.277659638,-1.717880878,-0.462366643,-0.853387974
0.25744157,-0.271066938,-0.106110747,0.924246706,1.435773811,1.396574589,1.1226075,-0.80093514,-1.164680725,0.051007873
-0.229074431,-0.737984465,-1.401051577,0.853497113,0.459133389,1.005269041,0.677252956,-2.176184353,-1.066355253,0.990416993
1.173316377,-0.164870926,1.597968549,0.884858764,0.663462743,0.376555818,-0.24378437,0.125903625,2.24195901,-0.993545655
0.3762284,-0.30816409,0.264248001,0.442366854,0.57116381,1.464004526,-0.006770051,1.435132617,-0.031866421,-1.891212378
-0.822523134,-0.111190275,0.673505838,-0.830489171,1.447451723,0.640659437,-0.999830263,-0.224129053,-0.36631036,-0.857689884
2.436463546,-0.103187858,-0.889394869,1.462217369,0.025438567,-1.267540028,0.111190275,-0.356511691,0.230409114,-1.687885742
-0.510328846,-0.115655894,-0.377706328,-1.102155238,-0.524760253,1.435132617,-0.726182634,0.360590775,-0.640940243,0.982329311
-0.799984718,0.424887503,0.772990916,-1.19976221,-0.657562396,-0.448450237,-0.375734999,1.256007636,1.120311026,-0.645832188
-1.180503659,-0.232608954,-0.212846771,0.959048521,0.194570475,1.537587195,0.96622216,-0.262267577,1.377361514,-0.361243337
-1.093630999,0.283229156,-0.850308197,0.881809683,-1.012649591,-0.969275789,0.536031166,0.75222033,0.983568498,-0.368602286
1.377161425,1.542343853,0.839704626,0.100342277,0.039138968,2.565066097,1.020086984,-0.244966714,1.807911758,-0.293675839
-1.313630946,-1.563289516,1.611274456,-1.088360477,1.342266387,-0.459814373,-1.365604021,0.62031404,0.434956746,0.485906639
-1.881244316,-1.324401637,-0.808229288,0.258706905,0.589541287,-0.286017894,-1.586017788,-0.437480594,-0.416112016,-0.537179403
1.696207619,0.698771601,0.481950337,-0.276785386,0.945206011,-0.532502327,0.585905582,1.54159352,-0.352520146,0.629613623
-0.754253051,-0.658512818,-0.087356966,0.362468882,-1.411331141,-0.813331553,1.913640517,-0.527659267,0.662223556,0.733271008
0.87808985,-0.196754399,-0.509980964,0.80484142,0.160530362,-0.943055056,-0.820057267,-1.575081114,0.12760097,0.59027002
0.476716195,-0.906568403,-0.268131544,1.18481239,0.820164132,-0.854598738,-0.570983048,0.012125838,0.790330432,-0.168982979
-0.607660695,0.947600256,0.352602001,-0.361407047,-0.038296548,0.066487473,0.783866199,-0.136783456,1.415487532,-0.460324827
0.294635356,-0.980842287,-0.378363438,0.222952394,-1.431285455,0.561196885,1.616053851,2.025781214,0.477573394,0.409947916
-0.254910901,-1.786002031,0.795882897,1.497428457,0.401061016,-0.091504262,-0.722900495,-0.09104383,-0.615223144,0.037684913
0.011896191,-0.511113285,-0.336528956,0.339119879,-0.156967417,0.973197984,1.211631115,-0.098036708,0.410946086,-0.085284455
-0.674560852,0.645738965,-1.370872269,-0.574859769,-0.11480779,0.764664492,-0.249226559,1.410089681,-0.948798515,0.139100393
1.79550625,1.557859832,1.350217644,-0.889735929,0.300632337,0.205106971,-0.428237854,-0.233317223,1.354032975,0.144973455
-1.608200364,0.632601314,0.457860097,-0.328120677,0.870131771,-0.716754585,-0.444476882,0.356349119,-0.555564839,-1.452704055
-0.747459126,-0.964391802,-0.55574219,0.093272092,-1.095718289,-0.646775788,0.765792265,-1.181733751,-0.726083726,-0.043579576
-2.150754881,0.059205831,0.591089702,0.619666025,-1.571652319,2.414708433,-1.835660441,-1.04962055,-0.543552687,-0.538417453
-0.629893293,0.014573516,0.42379952,-1.92425432,-0.083825853,1.515995791,0.128449074,2.373089956,-0.678408014,1.403504939
0.644231477,-1.937078196,-0.717843704,1.926200639,-0.130378339,-1.203543434,1.293767582,-0.016715376,-0.2159004,-0.273448677
0.039138968,0.477745061,0.523795052,-1.15762532,0.98269993,-1.793973752,-1.81145424,1.278376658,-0.595741767,-1.353459993
-0.574409569,-0.146596904,0.092811661,-0.242130227,-0.716656814,-0.663937954,0.548347998,-0.875281785,0.303995193,1.670650818
-0.650929906,0.118274102,0.953368726,0.272495981,0.408449523,-1.477997102,-0.016945023,0.519062269,0.903457931,-0.578654635
0.936868219,-0.800512225,-0.431091394,0.822523134,-0.160375748,-0.193479082,-0.653579946,-0.579921107,-0.223579946,0.199406713
0.228917543,-1.304440502,-1.026155587,1.231474016,0.184523969,-0.071931936,0.068711188,1.043270004,0.442536248,0.074924174
2.012275218,-1.168154995,-0.175659807,-0.681588972,-0.932368494,1.358832833,0.395843927,0.067025212,-0.653011512,0.284185262
-1.626017365,0.369011559,1.646735655,-0.103802904,-1.120024535,0.198861017,-0.995300979,-0.88769184,0.443970976,-0.296073495
0.53109261,0.053382792,-1.54108875,-0.813437282,0.492459549,-0.466200163,-0.833624654,0.606189587,0.344391538,1.986863936
1.057480858,-1.265661922,0.97123575,-0.166112386,-1.329567567,0.609686595,0.101342721,0.756999725,-1.645548764,0.929771886
1.104967851,0.454294877,1.020471245,0.222952394,1.464450179,0.566756171,1.402481757,-0.98332066,0.563436515,-1.010607775
0.67657993,-0.269321845,0.035618086,-0.611069026,-0.390966761,-0.049399205,-0.5873585,1.491121111,-0.190830178,-0.532061222
-0.218876721,-0.729971816,-0.33127094,-1.974349289,0.854929567,1.393134426,0.478345328,-1.014950612,0.388820354,-0.555921815
0.045110937,2.098859113,-0.869686119,0.172320824,-0.055298415,1.761654858,-0.252541668,-0.389810566,-0.222089511,1.163025445
-0.942816314,0.942459337,-0.268051963,-0.66403345,-1.709904609,1.404530394,-2.861852408,0.722006916,0.05575771,-0.273528258
-1.435132617,0.092503569,0.209639666,-2.150754881,1.414236976,-0.410030907,1.479825187,-0.399568307,1.120740762,0.122743131
-0.591818434,0.832434353,0.483928488,0.302072749,0.483669282,-0.23158691,-0.237799895,0.26599082,1.1100542,0.546392585
-0.769077815,0.57377747,0.146055754,-0.11257498,0.769591679,-0.175894002,-1.283938218,-0.676195668,0.677734988,0.297592351
-0.786781129,-1.78562459,-0.062271965,0.518011802,-0.883051143,-0.168749921,-0.074156787,0.780023584,1.111045549,-0.93107019
2.464166755,-1.401458576,-0.214333795,-1.43899797,-0.705524599,-0.250488483,-0.932250259,1.296598384,0.266070401,-0.69243697
0.029800731,1.821408659,0.097268185,-1.584940037,-0.94987854,-0.883503617,-0.10434178,1.810667527,-1.043270004,-1.826656444
0.416279136,-1.171642907,0.749280389,0.601323791,0.335476216,0.348046569,1.415487532,-0.568104497,0.465859102,-1.22642632
-2.014021447,0.324006351,1.312182576,-1.135485945,0.754964731,1.443320343,0.229701982,0.182811846,-0.820914465,0.092350092
-0.416696366,-0.188804279,-1.333096407,-0.351217295,-1.318906016,0.525199084,0.459389184,-0.60646471,0.424217887,-0.859347438
1.089604211,1.35135906,-0.884972451,-0.782306415,0.393197297,2.189426596,1.558373697,-1.319272087,-0.118196795,0.864672529
-0.776915385,1.770386007,0.891898253,0.276785386,1.189612249,-0.152940629,-1.509988579,0.03278501,-1.607922968,0.50302333
1.728003554,1.308931132,0.10603344,0.326183454,0.209639666,1.771122697,1.66297923,0.065797394,1.275266186,0.853387974
-0.147989567,-0.029341436,-1.083255938,-0.123436621,-0.536649623,-0.836118943,-0.449718982,-0.165414349,-1.102155238,-1.722246452
-0.765792265,-0.363122581,-0.686325166,1.399421308,0.540983365,2.108654371,0.216996341,1.598518793,-0.128218289,-0.189739922
0.198235739,-1.351550054,-0.212455689,-1.626303856,-0.771444775,-0.890645424,-0.606924004,-0.335071491,0.255464556,-1.324401637
-0.378281584,-0.555473889,1.338321454,-0.575582817,-0.284742327,-1.158373379,-1.34566335,-0.869797532,0.956142685,0.605361947
0.67417659,0.955781161,-0.995803475,0.510416385,-0.491595529,1.384905772,1.122750746,0.876516424,0.798302153,-0.297352472
-0.63924972,0.530740181,-0.512334282,-1.683133632,0.555832003,1.56589067,-0.282751671,0.507543518,-1.065679953,-0.597569851
-0.361488901,0.135935352,0.525199084,1.031999091,0.815996373,0.97973043,-0.132693003,0.803677267,0.100574198,0.142036924
-1.161220098,-0.160065383,0.923075731,-0.511723783,0.210969802,-1.103560408,-1.220928425,-0.246701575,-1.80245479,0.280999757
-0.107033884,0.770210136,-0.126290161,-0.360835202,1.179582796,-1.849020919,0.07292897,-0.29783223,0.51897473,1.244643499
-1.639359652,-1.084495125,0.142036924,0.442536248,-0.047408548,-0.440680878,-0.747459126,1.086425527,0.013731096,1.056678229
0.624028189,0.651214123,0.832651494,0.721609013,0.984562121,-1.383509698,-0.557081421,-0.417196588,-0.803256626,1.915559551
